judge,artist,song,vote
D15,丁世光,你的家,0
D15,丁世光,月食,0
D15,丁世光/叶喜儿,低潮期,0
D15,上海彩虹室内合唱团,我有一个装满星星的口袋,0
D15,不优雅,停在空中,0
D15,尹吾,我承认,0
D15,九连真人,莫欺少年穷,0
D15,五条人,匈奴王,0
D15,伍佰&China Blue,让水倒流,0
D15,佛跳墙,关你屁事,0
D15,佛跳墙,无名氏,0
D15,傻子与白痴,5:10a.m.,0
D15,傻子与白痴,夜长梦少,0
D15,傻子与白痴,象牙舟,0
D15,全家福合唱团,感恩节,5
D15,全家福合唱团,爱上福利社,5
D15,凹与山/李漫,一切好事都会发生,0
D15,刘柏辛,Manta,0
D15,卢凯彤,光,0
D15,卢凯彤,光之外,0
D15,卢凯彤,圆谎,0
D15,发光曲线,无限引擎,0
D15,发光曲线,灰烬霓虹,0
D15,发光曲线,荒野星,0
D15,右侧合流,躲猫猫,0
D15,吉克隽逸,Looking for Trouble,0
D15,吴建京,灰沙燕,0
D15,吴林峰,下一束光,0
D15,吴青峰,Outsider,3
D15,吴青峰,水仙花之死,1
D15,告五人,爱人错过,0
D15,周华健,少年,0
D15,唐汉霄/周深,末日飞船,0
D15,好妹妹,云野,0
D15,安溥 anpu,ZOEA,0
D15,宋念宇,默念你,0
D15,宝石Gem,野狼Disco,0
D15,宫阁,夕阳·日落,0
D15,家家/方大同,在家里,0
D15,巧克力工厂Chocolate Factory,大肚子飞行员,0
D15,张艺兴,honey,0
D15,方皓玟,人话,0
D15,方皓玟,愿,0
D15,无妄合作社,在围城时与你失散,0
D15,曾轶可,雌雄同体,0
D15,曾轶可,水的记忆,0
D15,李亮辰,渡河,0
D15,李靖筠,第三颗行星,0
D15,杨乃文,在爱和你之间,0
D15,杨乃文/许钧,不再,0
D15,林二汶,最后的信仰,0
D15,林俊杰,将故事写成我们,0
D15,林宥嘉,别让我走远,0
D15,梁静茹,太阳如常升起 I,0
D15,梁静茹,我好吗,0
D15,椅子乐团,城市潜水,0
D15,橘子海,夏日漱石,0
D15,法兹乐队FAZI/海朋森,你把我的脸庞转向明天,5
D15,海朋森,草莓,0
D15,灭火器,双城记,0
D15,焦迈奇,我的名字,0
D15,焦迈奇,松鼠,0
D15,爱是唯一,Darling,0
D15,爱是唯一,Sunshine,1
D15,王若琳,我只在乎你,0
D15,王诗安,太空农场,1
D15,白纸扇,东莞,0
D15,百合花,一枝草,0
D15,祁紫檀,这世上美的事物总让人心碎,0
D15,粉红A,香港香港,0
D15,自闭电台,寻找小羊,0
D15,脏手指,滥情三部曲,0
D15,苏紫旭&The Paramecia,爱的匕首,0
D15,苏紫旭&The Paramecia,当年星,0
D15,苏紫旭&The Paramecia,混乱之子,0
D15,茄子蛋,孤独的人我们一起出发,0
D15,莫宰羊,健康快乐,0
D15,落日飞车,我是一只鱼,0
D15,落日飞车,Vanilla,0
D15,蔡旻佑/艾怡良,伎俩,0
D15,袁娅维,我爱,0
D15,袁娅维,来,0
D15,裘德,颁奖的时候我要缺席,0
D15,许廷铿,十,0
D15,谢安琪,773312,0
D15,路嘉欣,落落大方,0
D15,还潮,舟宿渡夏目漱石,0
D15,邓小巧,精神喂饲,0
D15,邓紫棋,句号,0
D15,邱比,叶柏,0
D15,邱比,柔黄,0
D15,郁可唯,路过人间,0
D15,郑宜农,千千万万,0
D15,陈家麟Whle,Pluto,0
D15,陈楚生,趋光号,0
D15,陈珊妮/吕士轩,成为一个厉害的普通人,0
D15,鬼卞,佳人,0
D15,魏如萱,Ophelia,0
D15,魏如萱,彼个所在,2
D15,魏如萱/岑宁儿,星期三或礼拜三,0
D15,鹿晗,夜的尽头,0
D15,鲁向卉,嘲笑孤单,0
D15,麦浚龙/黎明,忘记和记,0
D15,黎忘年,宝石,0
D15,3unshine,巴拉,0
D16,王嘉尔/Higher Brothers/AUGUST 08/GoldLink,Tequila Sunrise,0
D16,9m88,爱情雨,0
D16,9m88/Leo王,最高品质静悄悄(Airplane Mode),0
D16,Atta Girl,九月,2
D16,deca joins,雾,1
D16,Dusty Bottle,You Don't Know Me,0
D16,Fill Lake,"Be not afeard, the isle is full of noises",3
D16,Happy Birdy,大球滚动,0
D16,Ice Paper,鸦雀无声,0
D16,J.Sheon,输情歌,0
D16,LMF/Matt Force/Dough Boy/Future/Seanie P/Tommy/KZ/Akiko/JB/黄祸YP/Heyo,W.T.F.H.K,2
D16,Matt Force,告别,0
D16,Nerve Passeger,中环留念,0
D16,per se,庆祝无意义,0
D16,SoulFa,R.U.M.O.R.S,0
D16,イルカポリス 海豚刑警,安平之光,1
D16,丁世光,你的家,0
D16,丁世光,月食,1
D16,丁世光/叶喜儿,低潮期,0
D16,上海彩虹室内合唱团,我有一个装满星星的口袋,0
D16,不优雅,停在空中,0
D16,尹吾,我承认,0
D16,九连真人,莫欺少年穷,0
D16,五条人,匈奴王,0
D16,伍佰&China Blue,让水倒流,2
D16,佛跳墙,关你屁事,1
D16,佛跳墙,无名氏,0
D16,傻子与白痴,5:10a.m.,1
D16,傻子与白痴,夜长梦少,0
D16,傻子与白痴,象牙舟,0
D16,全家福合唱团,感恩节,0
D16,全家福合唱团,爱上福利社,0
D16,凹与山/李漫,一切好事都会发生,0
D16,刘柏辛,Manta,0
D16,卢凯彤,光,1
D16,卢凯彤,光之外,0
D16,卢凯彤,圆谎,0
D16,发光曲线,无限引擎,0
D16,发光曲线,灰烬霓虹,0
D16,发光曲线,荒野星,1
D16,右侧合流,躲猫猫,0
D16,吉克隽逸,Looking for Trouble,0
D16,吴建京,灰沙燕,0
D16,吴林峰,下一束光,0
D16,吴青峰,Outsider,0
D16,吴青峰,水仙花之死,0
D16,告五人,爱人错过,1
D16,周华健,少年,0
D16,唐汉霄/周深,末日飞船,0
D16,好妹妹,云野,0
D16,安溥 anpu,ZOEA,0
D16,宋念宇,默念你,0
D16,宝石Gem,野狼Disco,0
D16,宫阁,夕阳·日落,0
D16,家家/方大同,在家里,0
D16,巧克力工厂Chocolate Factory,大肚子飞行员,3
D16,张艺兴,honey,0
D16,方皓玟,人话,0
D16,方皓玟,愿,0
D16,无妄合作社,在围城时与你失散,1
D16,曾轶可,雌雄同体,0
D16,曾轶可,水的记忆,0
D16,李亮辰,渡河,0
D16,李靖筠,第三颗行星,0
D16,杨乃文,在爱和你之间,0
D16,杨乃文/许钧,不再,0
D16,林二汶,最后的信仰,0
D16,林俊杰,将故事写成我们,0
D16,林宥嘉,别让我走远,1
D16,梁静茹,太阳如常升起 I,0
D16,梁静茹,我好吗,0
D16,椅子乐团,城市潜水,0
D16,橘子海,夏日漱石,1
D16,法兹乐队FAZI/海朋森,你把我的脸庞转向明天,0
D16,海朋森,草莓,0
D16,灭火器,双城记,4
D16,焦迈奇,我的名字,0
D16,焦迈奇,松鼠,0
D16,爱是唯一,Darling,0
D16,爱是唯一,Sunshine,1
D16,王若琳,我只在乎你,0
D16,王诗安,太空农场,0
D16,白纸扇,东莞,0
D16,百合花,一枝草,1
D16,祁紫檀,这世上美的事物总让人心碎,0
D16,粉红A,香港香港,0
D16,自闭电台,寻找小羊,2
D16,脏手指,滥情三部曲,0
D16,苏紫旭&The Paramecia,爱的匕首,0
D16,苏紫旭&The Paramecia,当年星,0
D16,苏紫旭&The Paramecia,混乱之子,0
D16,茄子蛋,孤独的人我们一起出发,1
D16,莫宰羊,健康快乐,0
D16,落日飞车,我是一只鱼,1
D16,落日飞车,Vanilla,1
D16,蔡旻佑/艾怡良,伎俩,0
D16,袁娅维,我爱,0
D16,袁娅维,来,0
D16,裘德,颁奖的时候我要缺席,2
D16,许廷铿,十,0
D16,谢安琪,773312,0
D16,路嘉欣,落落大方,1
D16,还潮,舟宿渡夏目漱石,0
D16,邓小巧,精神喂饲,0
D16,邓紫棋,句号,0
D16,邱比,叶柏,1
D16,邱比,柔黄,0
D16,郁可唯,路过人间,0
D16,郑宜农,千千万万,4
D16,陈家麟Whle,Pluto,0
D16,陈楚生,趋光号,1
D16,陈珊妮/吕士轩,成为一个厉害的普通人,0
D16,鬼卞,佳人,0
D16,魏如萱,Ophelia,1
D16,魏如萱,彼个所在,3
D16,魏如萱/岑宁儿,星期三或礼拜三,1
D16,鹿晗,夜的尽头,0
D16,鲁向卉,嘲笑孤单,0
D16,麦浚龙/黎明,忘记和记,0
D16,黎忘年,宝石,0
D16,3unshine,巴拉,0
D17,王嘉尔/Higher Brothers/AUGUST 08/GoldLink,Tequila Sunrise,0
D17,9m88,爱情雨,0
D17,9m88/Leo王,最高品质静悄悄(Airplane Mode),0
D17,Atta Girl,九月,0
D17,deca joins,雾,0
D17,Dusty Bottle,You Don't Know Me,0
D17,Fill Lake,"Be not afeard, the isle is full of noises",0
D17,Happy Birdy,大球滚动,0
D17,Ice Paper,鸦雀无声,0
D17,J.Sheon,输情歌,2
D17,LMF/Matt Force/Dough Boy/Future/Seanie P/Tommy/KZ/Akiko/JB/黄祸YP/Heyo,W.T.F.H.K,0
D17,Matt Force,告别,0
D17,Nerve Passeger,中环留念,0
D17,per se,庆祝无意义,0
D17,SoulFa,R.U.M.O.R.S,0
D17,イルカポリス 海豚刑警,安平之光,0
D17,丁世光,你的家,0
D17,丁世光,月食,1
D17,丁世光/叶喜儿,低潮期,0
D17,上海彩虹室内合唱团,我有一个装满星星的口袋,0
D17,不优雅,停在空中,0
D17,尹吾,我承认,0
D17,九连真人,莫欺少年穷,0
D17,五条人,匈奴王,0
D17,伍佰&China Blue,让水倒流,1
D17,佛跳墙,关你屁事,2
D17,佛跳墙,无名氏,0
D17,傻子与白痴,5:10a.m.,0
D17,傻子与白痴,夜长梦少,0
D17,傻子与白痴,象牙舟,1
D17,全家福合唱团,感恩节,0
D17,全家福合唱团,爱上福利社,0
D17,凹与山/李漫,一切好事都会发生,0
D17,刘柏辛,Manta,1
D17,卢凯彤,光,0
D17,卢凯彤,光之外,2
D17,卢凯彤,圆谎,0
D17,发光曲线,无限引擎,0
D17,发光曲线,灰烬霓虹,0
D17,发光曲线,荒野星,0
D17,右侧合流,躲猫猫,0
D17,吉克隽逸,Looking for Trouble,0
D17,吴建京,灰沙燕,0
D17,吴林峰,下一束光,0
D17,吴青峰,Outsider,0
D17,吴青峰,水仙花之死,1
D17,告五人,爱人错过,1
D17,周华健,少年,4
D17,唐汉霄/周深,末日飞船,0
D17,好妹妹,云野,0
D17,安溥 anpu,ZOEA,0
D17,宋念宇,默念你,0
D17,宝石Gem,野狼Disco,0
D17,宫阁,夕阳·日落,0
D17,家家/方大同,在家里,0
D17,巧克力工厂Chocolate Factory,大肚子飞行员,0
D17,张艺兴,honey,0
D17,方皓玟,人话,0
D17,方皓玟,愿,1
D17,无妄合作社,在围城时与你失散,0
D17,曾轶可,雌雄同体,0
D17,曾轶可,水的记忆,0
D17,李亮辰,渡河,0
D17,李靖筠,第三颗行星,0
D17,杨乃文,在爱和你之间,0
D17,杨乃文/许钧,不再,0
D17,林二汶,最后的信仰,2
D17,林俊杰,将故事写成我们,0
D17,林宥嘉,别让我走远,0
D17,梁静茹,太阳如常升起 I,2
D17,梁静茹,我好吗,0
D17,椅子乐团,城市潜水,1
D17,橘子海,夏日漱石,1
D17,法兹乐队FAZI/海朋森,你把我的脸庞转向明天,0
D17,海朋森,草莓,0
D17,灭火器,双城记,0
D17,焦迈奇,我的名字,0
D17,焦迈奇,松鼠,2
D17,爱是唯一,Darling,0
D17,爱是唯一,Sunshine,0
D17,王若琳,我只在乎你,1
D17,王诗安,太空农场,0
D17,白纸扇,东莞,0
D17,百合花,一枝草,0
D17,祁紫檀,这世上美的事物总让人心碎,0
D17,粉红A,香港香港,0
D17,自闭电台,寻找小羊,0
D17,脏手指,滥情三部曲,0
D17,苏紫旭&The Paramecia,爱的匕首,0
D17,苏紫旭&The Paramecia,当年星,0
D17,苏紫旭&The Paramecia,混乱之子,0
D17,茄子蛋,孤独的人我们一起出发,1
D17,莫宰羊,健康快乐,0
D17,落日飞车,我是一只鱼,0
D17,落日飞车,Vanilla,0
D17,蔡旻佑/艾怡良,伎俩,0
D17,袁娅维,我爱,0
D17,袁娅维,来,1
D17,裘德,颁奖的时候我要缺席,0
D17,许廷铿,十,0
D17,谢安琪,773312,0
D17,路嘉欣,落落大方,1
D17,还潮,舟宿渡夏目漱石,0
D17,邓小巧,精神喂饲,0
D17,邓紫棋,句号,0
D17,邱比,叶柏,0
D17,邱比,柔黄,0
D17,郁可唯,路过人间,3
D17,郑宜农,千千万万,0
D17,陈家麟Whle,Pluto,0
D17,陈楚生,趋光号,0
D17,陈珊妮/吕士轩,成为一个厉害的普通人,3
D17,鬼卞,佳人,0
D17,魏如萱,Ophelia,4
D17,魏如萱,彼个所在,2
D17,魏如萱/岑宁儿,星期三或礼拜三,3
D17,鹿晗,夜的尽头,0
D17,鲁向卉,嘲笑孤单,0
D17,麦浚龙/黎明,忘记和记,0
D17,黎忘年,宝石,0
D17,3unshine,巴拉,0
D18,王嘉尔/Higher Brothers/AUGUST 08/GoldLink,Tequila Sunrise,0
D18,9m88,爱情雨,0
D18,9m88/Leo王,最高品质静悄悄(Airplane Mode),1
D18,Atta Girl,九月,0
D18,deca joins,雾,0
D18,Dusty Bottle,You Don't Know Me,0
D18,Fill Lake,"Be not afeard, the isle is full of noises",0
D18,Happy Birdy,大球滚动,0
D18,Ice Paper,鸦雀无声,0
D18,J.Sheon,输情歌,0
D18,LMF/Matt Force/Dough Boy/Future/Seanie P/Tommy/KZ/Akiko/JB/黄祸YP/Heyo,W.T.F.H.K,0
D18,Matt Force,告别,0
D18,Nerve Passeger,中环留念,0
D18,per se,庆祝无意义,0
D18,SoulFa,R.U.M.O.R.S,0
D18,イルカポリス 海豚刑警,安平之光,1
D18,丁世光,你的家,0
D18,丁世光,月食,0
D18,丁世光/叶喜儿,低潮期,0
D18,上海彩虹室内合唱团,我有一个装满星星的口袋,0
D18,不优雅,停在空中,0
D18,尹吾,我承认,0
D18,九连真人,莫欺少年穷,1
D18,五条人,匈奴王,0
D18,伍佰&China Blue,让水倒流,0
D18,佛跳墙,关你屁事,0
D18,佛跳墙,无名氏,0
D18,傻子与白痴,5:10a.m.,0
D18,傻子与白痴,夜长梦少,0
D18,傻子与白痴,象牙舟,0
D18,全家福合唱团,感恩节,0
D18,全家福合唱团,爱上福利社,0
D18,凹与山/李漫,一切好事都会发生,0
D18,刘柏辛,Manta,1
D18,卢凯彤,光,0
D18,卢凯彤,光之外,0
D18,卢凯彤,圆谎,0
D18,发光曲线,无限引擎,0
D18,发光曲线,灰烬霓虹,2
D18,发光曲线,荒野星,0
D18,右侧合流,躲猫猫,0
D18,吉克隽逸,Looking for Trouble,0
D18,吴建京,灰沙燕,0
D18,吴林峰,下一束光,0
D18,吴青峰,Outsider,0
D18,吴青峰,水仙花之死,0
D18,告五人,爱人错过,2
D18,周华健,少年,0
D18,唐汉霄/周深,末日飞船,0
D18,好妹妹,云野,0
D18,安溥 anpu,ZOEA,2
D18,宋念宇,默念你,0
D18,宝石Gem,野狼Disco,5
D18,宫阁,夕阳·日落,0
D18,家家/方大同,在家里,0
D18,巧克力工厂Chocolate Factory,大肚子飞行员,0
D18,张艺兴,honey,0
D18,方皓玟,人话,0
D18,方皓玟,愿,0
D18,无妄合作社,在围城时与你失散,1
D18,曾轶可,雌雄同体,1
D18,曾轶可,水的记忆,0
D18,李亮辰,渡河,1
D18,李靖筠,第三颗行星,0
D18,杨乃文,在爱和你之间,0
D18,杨乃文/许钧,不再,1
D18,林二汶,最后的信仰,0
D18,林俊杰,将故事写成我们,0
D18,林宥嘉,别让我走远,0
D18,梁静茹,太阳如常升起 I,0
D18,梁静茹,我好吗,0
D18,椅子乐团,城市潜水,0
D18,橘子海,夏日漱石,1
D18,法兹乐队FAZI/海朋森,你把我的脸庞转向明天,0
D18,海朋森,草莓,0
D18,灭火器,双城记,0
D18,焦迈奇,我的名字,0
D18,焦迈奇,松鼠,0
D18,爱是唯一,Darling,0
D18,爱是唯一,Sunshine,0
D18,王若琳,我只在乎你,0
D18,王诗安,太空农场,0
D18,白纸扇,东莞,3
D18,百合花,一枝草,0
D18,祁紫檀,这世上美的事物总让人心碎,0
D18,粉红A,香港香港,0
D18,自闭电台,寻找小羊,0
D18,脏手指,滥情三部曲,0
D18,苏紫旭&The Paramecia,爱的匕首,4
D18,苏紫旭&The Paramecia,当年星,0
D18,苏紫旭&The Paramecia,混乱之子,0
D18,茄子蛋,孤独的人我们一起出发,0
D18,莫宰羊,健康快乐,0
D18,落日飞车,我是一只鱼,0
D18,落日飞车,Vanilla,0
D18,蔡旻佑/艾怡良,伎俩,0
D18,袁娅维,我爱,0
D18,袁娅维,来,0
D18,裘德,颁奖的时候我要缺席,0
D18,许廷铿,十,0
D18,谢安琪,773312,1
D18,路嘉欣,落落大方,0
D18,还潮,舟宿渡夏目漱石,0
D18,邓小巧,精神喂饲,0
D18,邓紫棋,句号,0
D18,邱比,叶柏,0
D18,邱比,柔黄,0
D18,郁可唯,路过人间,1
D18,郑宜农,千千万万,3
D18,陈家麟Whle,Pluto,0
D18,陈楚生,趋光号,0
D18,陈珊妮/吕士轩,成为一个厉害的普通人,3
D18,鬼卞,佳人,0
D18,魏如萱,Ophelia,3
D18,魏如萱,彼个所在,0
D18,魏如萱/岑宁儿,星期三或礼拜三,0
D18,鹿晗,夜的尽头,0
D18,鲁向卉,嘲笑孤单,0
D18,麦浚龙/黎明,忘记和记,0
D18,黎忘年,宝石,0
D18,3unshine,巴拉,0
D19,王嘉尔/Higher Brothers/AUGUST 08/GoldLink,Tequila Sunrise,0
D19,9m88,爱情雨,0
D19,9m88/Leo王,最高品质静悄悄(Airplane Mode),0
D19,Atta Girl,九月,0
D19,deca joins,雾,0
D19,Dusty Bottle,You Don't Know Me,0
D19,Fill Lake,"Be not afeard, the isle is full of noises",0
D19,Happy Birdy,大球滚动,0
D19,Ice Paper,鸦雀无声,0
D19,J.Sheon,输情歌,0
D19,LMF/Matt Force/Dough Boy/Future/Seanie P/Tommy/KZ/Akiko/JB/黄祸YP/Heyo,W.T.F.H.K,0
D19,Matt Force,告别,0
D19,Nerve Passeger,中环留念,0
D19,per se,庆祝无意义,0
D19,SoulFa,R.U.M.O.R.S,2
D19,イルカポリス 海豚刑警,安平之光,0
D19,丁世光,你的家,0
D19,丁世光,月食,0
D19,丁世光/叶喜儿,低潮期,0
D19,上海彩虹室内合唱团,我有一个装满星星的口袋,1
D19,不优雅,停在空中,1
D19,尹吾,我承认,0
D19,九连真人,莫欺少年穷,3
D19,五条人,匈奴王,0
D19,伍佰&China Blue,让水倒流,0
D19,佛跳墙,关你屁事,2
D19,佛跳墙,无名氏,0
D19,傻子与白痴,5:10a.m.,2
D19,傻子与白痴,夜长梦少,2
D19,傻子与白痴,象牙舟,1
D19,全家福合唱团,感恩节,0
D19,全家福合唱团,爱上福利社,0
D19,凹与山/李漫,一切好事都会发生,1
D19,刘柏辛,Manta,0
D19,卢凯彤,光,0
D19,卢凯彤,光之外,0
D19,卢凯彤,圆谎,0
D19,发光曲线,无限引擎,2
D19,发光曲线,灰烬霓虹,0
D19,发光曲线,荒野星,1
D19,右侧合流,躲猫猫,0
D19,吉克隽逸,Looking for Trouble,2
D19,吴建京,灰沙燕,0
D19,吴林峰,下一束光,0
D19,吴青峰,Outsider,1
D19,吴青峰,水仙花之死,3
D19,告五人,爱人错过,2
D19,周华健,少年,0
D19,唐汉霄/周深,末日飞船,2
D19,好妹妹,云野,0
D19,安溥 anpu,ZOEA,2
D19,宋念宇,默念你,1
D19,宝石Gem,野狼Disco,0
D19,宫阁,夕阳·日落,1
D19,家家/方大同,在家里,0
D19,巧克力工厂Chocolate Factory,大肚子飞行员,0
D19,张艺兴,honey,0
D19,方皓玟,人话,0
D19,方皓玟,愿,0
D19,无妄合作社,在围城时与你失散,0
D19,曾轶可,雌雄同体,2
D19,曾轶可,水的记忆,0
D19,李亮辰,渡河,0
D19,李靖筠,第三颗行星,0
D19,杨乃文,在爱和你之间,0
D19,杨乃文/许钧,不再,0
D19,林二汶,最后的信仰,0
D19,林俊杰,将故事写成我们,0
D19,林宥嘉,别让我走远,0
D19,梁静茹,太阳如常升起 I,0
D19,梁静茹,我好吗,0
D19,椅子乐团,城市潜水,0
D19,橘子海,夏日漱石,0
D19,法兹乐队FAZI/海朋森,你把我的脸庞转向明天,1
D19,海朋森,草莓,0
D19,灭火器,双城记,0
D19,焦迈奇,我的名字,0
D19,焦迈奇,松鼠,0
D19,爱是唯一,Darling,0
D19,爱是唯一,Sunshine,0
D19,王若琳,我只在乎你,0
D19,王诗安,太空农场,0
D19,白纸扇,东莞,0
D19,百合花,一枝草,0
D19,祁紫檀,这世上美的事物总让人心碎,0
D19,粉红A,香港香港,0
D19,自闭电台,寻找小羊,0
D19,脏手指,滥情三部曲,0
D19,苏紫旭&The Paramecia,爱的匕首,0
D19,苏紫旭&The Paramecia,当年星,2
D19,苏紫旭&The Paramecia,混乱之子,0
D19,茄子蛋,孤独的人我们一起出发,0
D19,莫宰羊,健康快乐,0
D19,落日飞车,我是一只鱼,0
D19,落日飞车,Vanilla,0
D19,蔡旻佑/艾怡良,伎俩,2
D19,袁娅维,我爱,2
D19,袁娅维,来,1
D19,裘德,颁奖的时候我要缺席,2
D19,许廷铿,十,0
D19,谢安琪,773312,2
D19,路嘉欣,落落大方,0
D19,还潮,舟宿渡夏目漱石,0
D19,邓小巧,精神喂饲,0
D19,邓紫棋,句号,0
D19,邱比,叶柏,0
D19,邱比,柔黄,0
D19,郁可唯,路过人间,0
D19,郑宜农,千千万万,1
D19,陈家麟Whle,Pluto,0
D19,陈楚生,趋光号,0
D19,陈珊妮/吕士轩,成为一个厉害的普通人,1
D19,鬼卞,佳人,1
D19,魏如萱,Ophelia,0
D19,魏如萱,彼个所在,1
D19,魏如萱/岑宁儿,星期三或礼拜三,0
D19,鹿晗,夜的尽头,0
D19,鲁向卉,嘲笑孤单,0
D19,麦浚龙/黎明,忘记和记,0
D19,黎忘年,宝石,0
D19,3unshine,巴拉,0
D20,王嘉尔/Higher Brothers/AUGUST 08/GoldLink,Tequila Sunrise,0
D20,9m88,爱情雨,0
D20,9m88/Leo王,最高品质静悄悄(Airplane Mode),0
D20,Atta Girl,九月,0
D20,deca joins,雾,0
D20,Dusty Bottle,You Don't Know Me,0
D20,Fill Lake,"Be not afeard, the isle is full of noises",2
D20,Happy Birdy,大球滚动,0
D20,Ice Paper,鸦雀无声,0
D20,J.Sheon,输情歌,0
D20,LMF/Matt Force/Dough Boy/Future/Seanie P/Tommy/KZ/Akiko/JB/黄祸YP/Heyo,W.T.F.H.K,0
D20,Matt Force,告别,0
D20,Nerve Passeger,中环留念,0
D20,per se,庆祝无意义,0
D20,SoulFa,R.U.M.O.R.S,0
D20,イルカポリス 海豚刑警,安平之光,0
D20,丁世光,你的家,0
D20,丁世光,月食,0
D20,丁世光/叶喜儿,低潮期,0
D20,上海彩虹室内合唱团,我有一个装满星星的口袋,0
D20,不优雅,停在空中,0
D20,尹吾,我承认,0
D20,九连真人,莫欺少年穷,2
D20,五条人,匈奴王,1
D20,伍佰&China Blue,让水倒流,2
D20,佛跳墙,关你屁事,1
D20,佛跳墙,无名氏,2
D20,傻子与白痴,5:10a.m.,0
D20,傻子与白痴,夜长梦少,0
D20,傻子与白痴,象牙舟,0
D20,全家福合唱团,感恩节,0
D20,全家福合唱团,爱上福利社,0
D20,凹与山/李漫,一切好事都会发生,0
D20,刘柏辛,Manta,3
D20,卢凯彤,光,0
D20,卢凯彤,光之外,0
D20,卢凯彤,圆谎,2
D20,发光曲线,无限引擎,3
D20,发光曲线,灰烬霓虹,2
D20,发光曲线,荒野星,2
D20,右侧合流,躲猫猫,1
D20,吉克隽逸,Looking for Trouble,0
D20,吴建京,灰沙燕,0
D20,吴林峰,下一束光,0
D20,吴青峰,Outsider,0
D20,吴青峰,水仙花之死,0
D20,告五人,爱人错过,0
D20,周华健,少年,0
D20,唐汉霄/周深,末日飞船,0
D20,好妹妹,云野,0
D20,安溥 anpu,ZOEA,1
D20,宋念宇,默念你,0
D20,宝石Gem,野狼Disco,0
D20,宫阁,夕阳·日落,0
D20,家家/方大同,在家里,0
D20,巧克力工厂Chocolate Factory,大肚子飞行员,2
D20,张艺兴,honey,0
D20,方皓玟,人话,0
D20,方皓玟,愿,0
D20,无妄合作社,在围城时与你失散,0
D20,曾轶可,雌雄同体,2
D20,曾轶可,水的记忆,0
D20,李亮辰,渡河,0
D20,李靖筠,第三颗行星,0
D20,杨乃文,在爱和你之间,0
D20,杨乃文/许钧,不再,0
D20,林二汶,最后的信仰,0
D20,林俊杰,将故事写成我们,0
D20,林宥嘉,别让我走远,0
D20,梁静茹,太阳如常升起 I,0
D20,梁静茹,我好吗,0
D20,椅子乐团,城市潜水,0
D20,橘子海,夏日漱石,2
D20,法兹乐队FAZI/海朋森,你把我的脸庞转向明天,2
D20,海朋森,草莓,3
D20,灭火器,双城记,0
D20,焦迈奇,我的名字,0
D20,焦迈奇,松鼠,0
D20,爱是唯一,Darling,0
D20,爱是唯一,Sunshine,0
D20,王若琳,我只在乎你,0
D20,王诗安,太空农场,0
D20,白纸扇,东莞,4
D20,百合花,一枝草,0
D20,祁紫檀,这世上美的事物总让人心碎,2
D20,粉红A,香港香港,0
D20,自闭电台,寻找小羊,2
D20,脏手指,滥情三部曲,0
D20,苏紫旭&The Paramecia,爱的匕首,0
D20,苏紫旭&The Paramecia,当年星,0
D20,苏紫旭&The Paramecia,混乱之子,0
D20,茄子蛋,孤独的人我们一起出发,0
D20,莫宰羊,健康快乐,0
D20,落日飞车,我是一只鱼,0
D20,落日飞车,Vanilla,1
D20,蔡旻佑/艾怡良,伎俩,0
D20,袁娅维,我爱,0
D20,袁娅维,来,0
D20,裘德,颁奖的时候我要缺席,0
D20,许廷铿,十,0
D20,谢安琪,773312,0
D20,路嘉欣,落落大方,0
D20,还潮,舟宿渡夏目漱石,0
D20,邓小巧,精神喂饲,0
D20,邓紫棋,句号,0
D20,邱比,叶柏,0
D20,邱比,柔黄,0
D20,郁可唯,路过人间,0
D20,郑宜农,千千万万,0
D20,陈家麟Whle,Pluto,0
D20,陈楚生,趋光号,0
D20,陈珊妮/吕士轩,成为一个厉害的普通人,0
D20,鬼卞,佳人,0
D20,魏如萱,Ophelia,0
D20,魏如萱,彼个所在,0
D20,魏如萱/岑宁儿,星期三或礼拜三,0
D20,鹿晗,夜的尽头,0
D20,鲁向卉,嘲笑孤单,0
D20,麦浚龙/黎明,忘记和记,0
D20,黎忘年,宝石,0
D20,3unshine,巴拉,0
D21,王嘉尔/Higher Brothers/AUGUST 08/GoldLink,Tequila Sunrise,0
D21,9m88,爱情雨,0
D21,9m88/Leo王,最高品质静悄悄(Airplane Mode),0
D21,Atta Girl,九月,1
D21,deca joins,雾,2
D21,Dusty Bottle,You Don't Know Me,0
D21,Fill Lake,"Be not afeard, the isle is full of noises",1
D21,Happy Birdy,大球滚动,0
D21,Ice Paper,鸦雀无声,0
D21,J.Sheon,输情歌,0
D21,LMF/Matt Force/Dough Boy/Future/Seanie P/Tommy/KZ/Akiko/JB/黄祸YP/Heyo,W.T.F.H.K,0
D21,Matt Force,告别,0
D21,Nerve Passeger,中环留念,0
D21,per se,庆祝无意义,0
D21,SoulFa,R.U.M.O.R.S,0
D21,イルカポリス 海豚刑警,安平之光,0
D21,丁世光,你的家,2
D21,丁世光,月食,1
D21,丁世光/叶喜儿,低潮期,2
D21,上海彩虹室内合唱团,我有一个装满星星的口袋,2
D21,不优雅,停在空中,0
D21,尹吾,我承认,0
D21,九连真人,莫欺少年穷,0
D21,五条人,匈奴王,0
D21,伍佰&China Blue,让水倒流,1
D21,佛跳墙,关你屁事,1
D21,佛跳墙,无名氏,0
